---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|DATE_TIME        |WEEK   |DAY|DATE_     |TIME    |HOUR|EVENT                             |WAITED_SECONDS|WAITED_MINUTES|WAITED_HOURS|ACTIVE_SESSIONS|WAITS  |AVG_MS    |INST_ID|OBJECT_NAMES                                                                                                                                               |
|2019-04-30  21 ->|2019-18|Tue|2019-04-30|21:00:00|21  |direct path read                  |        12.080|           201|3.36        |3.34           |297894 |40.55     |      1|/BIC/FZRTABR90,3434327,17%;/BIC/FZRTABR90,1760590,9%;/BIC/FZRTABR90,1075958,5%;/BIC/FZRTABR02,1043504,5%                                                   |
|2019-04-30  21 ->|2019-18|Tue|2019-04-30|21:00:00|21  |CPU                               |         2.164|            36|.6          |.6             |       |          |      1|/BIC/FZRTABR90,3434416,12%;LOB$,1903120,7%;/BIC/FZRTABR90,1760736,6%;EDIDC,1521216,5%                                                                      |
|2019-04-30  21 ->|2019-18|Tue|2019-04-30|21:00:00|21  |log buffer space                  |         1.316|            22|.37         |.36            |2809   |468.53    |      1|                                                                                                                                                           |
|2019-04-30  21 ->|2019-18|Tue|2019-04-30|21:00:00|21  |direct path write temp            |           869|            14|.24         |.24            |30399  |28.59     |      1|                                                                                                                                                           |
|2019-04-30  21 ->|2019-18|Tue|2019-04-30|21:00:00|21  |OTHER                             |           793|            13|.22         |.22            |       |          |      1|                                                                                                                                                           |
|2019-04-30  20 ->|2019-18|Tue|2019-04-30|20:00:00|20  |direct path read                  |        14.288|           238|3.97        |5.16           |340210 |42        |      1|/BIC/FZRTABR90,3434201,15%;/BIC/FZRTABR90,1760590,8%                                                                                                       |
|2019-04-30  20 ->|2019-18|Tue|2019-04-30|20:00:00|20  |CPU                               |         2.221|            37|.62         |.65            |       |          |      1|/BIC/FZRTABR90,3434304,12%;EDIDC,3042160,11%;/BIC/FZRTABR90,1760640,6%                                                                                     |
|2019-04-30  20 ->|2019-18|Tue|2019-04-30|20:00:00|20  |log buffer space                  |         1.347|            22|.37         |.49            |2732   |492.93    |      1|                                                                                                                                                           |
|2019-04-30  20 ->|2019-18|Tue|2019-04-30|20:00:00|20  |OTHER                             |           148|             2|.04         |.04            |       |          |      1|                                                                                                                                                           |
|2019-04-30  18 ->|2019-18|Tue|2019-04-30|18:00:00|18  |direct path read                  |        41.851|           698|11.63       |11.56          |1053047|39.74     |      1|/BIC/FZRTABR90,5547125,13%;/BIC/FZFIGLR07,3114069,7%;/BIC/FZRTABR90,2843904,7%                                                                             |
|2019-04-30  18 ->|2019-18|Tue|2019-04-30|18:00:00|18  |OTHER                             |         7.819|           130|2.17        |2.16           |       |          |      1|                                                                                                                                                           |
|2019-04-30  18 ->|2019-18|Tue|2019-04-30|18:00:00|18  |CPU                               |         7.584|           126|2.11        |2.09           |       |          |      1|/BIC/FZRTABR90,5547920,9%;/BIC/FZFIGLR07,3114256,5%                                                                                                        |
|2019-04-30  18 ->|2019-18|Tue|2019-04-30|18:00:00|18  |enq: CR - block range reuse ckpt  |         6.734|           112|1.87        |1.86           |63248  |106.48    |      1|                                                                                                                                                           |
|2019-04-30  18 ->|2019-18|Tue|2019-04-30|18:00:00|18  |log buffer space                  |         6.517|           109|1.81        |1.8            |9424   |691.53    |      1|                                                                                                                                                           |
|2019-04-30  18 ->|2019-18|Tue|2019-04-30|18:00:00|18  |log file sync                     |         5.311|            89|1.48        |1.47           |30268  |175.47    |      1|I_OBJ1,2225120,58%;SEG$,646672,17%                                                                                                                         |
|2019-04-30  17 ->|2019-18|Tue|2019-04-30|17:00:00|17  |direct path read                  |        40.779|           680|11.33       |11.45          |969607 |42.06     |      1|/BIC/FZRTABR90,6868148,16%;/BIC/FZRTABR90,3521180,8%;/BIC/FZFIGLR07,2372624,5%                                                                             |
|2019-04-30  17 ->|2019-18|Tue|2019-04-30|17:00:00|17  |log buffer space                  |        10.893|           182|3.03        |3.06           |13274  |820.65    |      1|                                                                                                                                                           |
|2019-04-30  17 ->|2019-18|Tue|2019-04-30|17:00:00|17  |CPU                               |         7.141|           119|1.98        |2              |       |          |      1|/BIC/FZRTABR90,6868464,12%;/BIC/FZRTABR90,3521472,6%                                                                                                       |
|2019-04-30  17 ->|2019-18|Tue|2019-04-30|17:00:00|17  |OTHER                             |         6.565|           109|1.82        |1.84           |       |          |      1|                                                                                                                                                           |
|2019-04-30  17 ->|2019-18|Tue|2019-04-30|17:00:00|17  |log file sync                     |         5.102|            85|1.42        |1.43           |33071  |154.27    |      1|I_OBJ1,2251824,57%;SEG$,618304,16%                                                                                                                         |
|2019-04-30  17 ->|2019-18|Tue|2019-04-30|17:00:00|17  |enq: CR - block range reuse ckpt  |         4.521|            75|1.26        |1.27           |61512  |73.5      |      1|                                                                                                                                                           |
|2019-04-30  16 ->|2019-18|Tue|2019-04-30|16:00:00|16  |direct path read                  |        36.642|           611|10.18       |10.12          |965652 |37.95     |      1|/BIC/FZRTABR90,5019401,13%;/BIC/FZFIGLR07,2817491,7%;/BIC/FZRTABR90,2573170,7%;/BIC/FZRTABR02,2079292,5%                                                   |
|2019-04-30  16 ->|2019-18|Tue|2019-04-30|16:00:00|16  |enq: CR - block range reuse ckpt  |         9.536|           159|2.65        |2.63           |68222  |139.77    |      1|                                                                                                                                                           |
|2019-04-30  16 ->|2019-18|Tue|2019-04-30|16:00:00|16  |log buffer space                  |         9.414|           157|2.62        |2.6            |11469  |820.86    |      1|                                                                                                                                                           |
|2019-04-30  16 ->|2019-18|Tue|2019-04-30|16:00:00|16  |OTHER                             |         7.575|           126|2.1         |2.09           |       |          |      1|                                                                                                                                                           |
|2019-04-30  16 ->|2019-18|Tue|2019-04-30|16:00:00|16  |CPU                               |         7.399|           123|2.06        |2.04           |       |          |      1|/BIC/FZRTABR90,5019584,9%;/BIC/FZFIGLR07,2817680,5%                                                                                                        |
|2019-04-30  16 ->|2019-18|Tue|2019-04-30|16:00:00|16  |log file sync                     |         4.797|            80|1.33        |1.32           |31832  |150.69    |      1|I_OBJ1,1490288,51%;SEG$,608048,21%;I_OBJ4,190128,7%;OBJ$,175104,6%                                                                                         |
|2019-04-30  15 ->|2019-18|Tue|2019-04-30|15:00:00|15  |direct path read                  |        46.170|           769|12.82       |12.76          |1084931|42.56     |      1|/BIC/FZRTABR90,5811938,18%;/BIC/FZRTABR90,2979460,9%;/BIC/FZFIGLR07,2224335,7%;/BIC/FZRTABR02,2087008,6%;/BIC/FZRTABR90,1820852,6%                         |
|2019-04-30  15 ->|2019-18|Tue|2019-04-30|15:00:00|15  |CPU                               |         7.733|           129|2.15        |2.14           |       |          |      1|/BIC/FZRTABR90,5812192,11%;I_FILE#_BLOCK#,3243984,6%;/BIC/FZRTABR90,2979728,5%                                                                             |
|2019-04-30  15 ->|2019-18|Tue|2019-04-30|15:00:00|15  |OTHER                             |         7.092|           118|1.97        |1.96           |       |          |      1|                                                                                                                                                           |
|2019-04-30  15 ->|2019-18|Tue|2019-04-30|15:00:00|15  |log buffer space                  |         6.558|           109|1.82        |1.81           |10462  |626.84    |      1|                                                                                                                                                           |
|2019-04-30  15 ->|2019-18|Tue|2019-04-30|15:00:00|15  |enq: CR - block range reuse ckpt  |         5.852|            98|1.63        |1.62           |103244 |56.68     |      1|                                                                                                                                                           |
|2019-04-30  15 ->|2019-18|Tue|2019-04-30|15:00:00|15  |log file sync                     |         4.656|            78|1.29        |1.29           |42806  |108.77    |      1|I_OBJ1,3518816,58%;SEG$,927760,15%                                                                                                                         |
|2019-04-30  14 ->|2019-18|Tue|2019-04-30|14:00:00|14  |direct path read                  |        40.455|           674|11.24       |11.36          |982311 |41.18     |      1|/BIC/FZRTABR90,6340170,17%;/BIC/FZRTABR90,3250194,9%;/BIC/FZRTABR02,2181872,6%;/BIC/FZFIGLR07,2076046,6%;/BIC/FZRTABR90,1986384,5%                         |
|2019-04-30  14 ->|2019-18|Tue|2019-04-30|14:00:00|14  |log buffer space                  |         7.761|           129|2.16        |2.18           |10967  |707.71    |      1|                                                                                                                                                           |
|2019-04-30  14 ->|2019-18|Tue|2019-04-30|14:00:00|14  |log file sync                     |         7.389|           123|2.05        |2.07           |52172  |141.63    |      1|I_OBJ1,2148912,49%;SEG$,636048,14%                                                                                                                         |
|2019-04-30  14 ->|2019-18|Tue|2019-04-30|14:00:00|14  |enq: CR - block range reuse ckpt  |         7.070|           118|1.96        |1.99           |75049  |94.2      |      1|                                                                                                                                                           |
|2019-04-30  14 ->|2019-18|Tue|2019-04-30|14:00:00|14  |CPU                               |         6.619|           110|1.84        |1.86           |       |          |      1|/BIC/FZRTABR90,6340432,11%;/BIC/FZRTABR90,3250528,6%                                                                                                       |
|2019-04-30  14 ->|2019-18|Tue|2019-04-30|14:00:00|14  |OTHER                             |         6.472|           108|1.8         |1.82           |       |          |      1|                                                                                                                                                           |
|2019-04-30  14 ->|2019-18|Tue|2019-04-30|14:00:00|14  |db file sequential read           |         6.017|           100|1.67        |1.69           |907602 |6.63      |      1|/BIC/FZRTABR90,6340296,17%;/BIC/FZRTABR90,3250320,9%;/BIC/FZRTABR02,2181872,6%;/BIC/FZFIGLR07,2076046,6%;/BIC/FZRTABR90,1986384,5%                         |
|2019-04-30  13 ->|2019-18|Tue|2019-04-30|13:00:00|13  |direct path read                  |        50.382|           840|13.99       |13.91          |1079337|46.68     |      1|/BIC/FZRTABR90,6868654,16%;/BIC/FZRTABR90,3521180,8%;/BIC/FZRTABR90,2151916,5%                                                                             |
|2019-04-30  13 ->|2019-18|Tue|2019-04-30|13:00:00|13  |log buffer space                  |        12.077|           201|3.35        |3.33           |15717  |768.41    |      1|                                                                                                                                                           |
|2019-04-30  13 ->|2019-18|Tue|2019-04-30|13:00:00|13  |OTHER                             |         8.454|           141|2.35        |2.33           |       |          |      1|                                                                                                                                                           |
|2019-04-30  13 ->|2019-18|Tue|2019-04-30|13:00:00|13  |CPU                               |         7.146|           119|1.98        |1.97           |       |          |      1|/BIC/FZRTABR90,6868880,12%;/BIC/FZRTABR90,3521472,6%                                                                                                       |
|2019-04-30  13 ->|2019-18|Tue|2019-04-30|13:00:00|13  |enq: CR - block range reuse ckpt  |         6.687|           111|1.86        |1.85           |60439  |110.64    |      1|                                                                                                                                                           |
|2019-04-30  13 ->|2019-18|Tue|2019-04-30|13:00:00|13  |log file sync                     |         5.869|            98|1.63        |1.62           |35060  |167.4     |      1|I_OBJ1,3302464,59%;SEG$,573888,10%                                                                                                                         |
|2019-04-30  12 ->|2019-18|Tue|2019-04-30|12:00:00|12  |direct path read                  |        58.696|           978|16.3        |16.18          |1092423|53.73     |      1|/BIC/AZRTABA0100,21080907,33%;/BIC/FZRTABR90,6868654,11%;/BIC/FZRTABR90,3521180,5%                                                                         |
|2019-04-30  12 ->|2019-18|Tue|2019-04-30|12:00:00|12  |log buffer space                  |        15.226|           254|4.23        |4.2            |16947  |898.47    |      1|                                                                                                                                                           |
|2019-04-30  12 ->|2019-18|Tue|2019-04-30|12:00:00|12  |OTHER                             |        11.404|           190|3.17        |3.14           |       |          |      1|                                                                                                                                                           |
|2019-04-30  12 ->|2019-18|Tue|2019-04-30|12:00:00|12  |db file sequential read           |         8.302|           138|2.31        |2.29           |984302 |8.43      |      1|/BIC/AZRTABA0100,21079285,32%;/BIC/FZRTABR90,6868654,11%;/BIC/FZRTABR90,3521180,5%                                                                         |
|2019-04-30  12 ->|2019-18|Tue|2019-04-30|12:00:00|12  |CPU                               |         7.381|           123|2.05        |2.04           |       |          |      1|/BIC/AZRTABA0100,21076144,27%;/BIC/FZRTABR90,6868928,9%                                                                                                    |
|2019-04-30  11 ->|2019-18|Tue|2019-04-30|11:00:00|11  |direct path read                  |        24.626|           410|6.84        |6.92           |661503 |37.23     |      1|/BIC/FZRTABR90,3433309,13%;/BIC/FZFIGLR07,2076046,8%;/BIC/FZRTABR90,1760590,6%                                                                             |
|2019-04-30  11 ->|2019-18|Tue|2019-04-30|11:00:00|11  |log file sync                     |        13.687|           228|3.8         |3.85           |277763 |49.27     |      1|NRIV,591040,19%;SEG$,456288,15%;/BIC/B0000208000,432400,14%;/BIC/B0000208000~0,228192,7%;/BIC/FZFIGLR08,162480,5%                                          |
|2019-04-30  11 ->|2019-18|Tue|2019-04-30|11:00:00|11  |CPU                               |         6.090|           101|1.69        |1.71           |       |          |      1|/BIC/FZRTABR90,3434144,8%                                                                                                                                  |
|2019-04-30  11 ->|2019-18|Tue|2019-04-30|11:00:00|11  |OTHER                             |         4.702|            78|1.31        |1.32           |       |          |      1|                                                                                                                                                           |
|2019-04-30  11 ->|2019-18|Tue|2019-04-30|11:00:00|11  |log buffer space                  |         4.251|            71|1.18        |1.2            |6945   |612.04    |      1|                                                                                                                                                           |
|2019-04-30  11 ->|2019-18|Tue|2019-04-30|11:00:00|11  |db file sequential read           |         2.994|            50|.83         |.84            |2793063|1.07      |      1|/BIC/FZRTABR90,3433309,12%;/BIC/FZFIGLR07,2076046,8%;/BIC/FZRTABR90,1760464,6%                                                                             |
|2019-04-30  10 ->|2019-18|Tue|2019-04-30|10:00:00|10  |direct path read                  |        14.084|           235|3.91        |3.9            |369950 |38.07     |      1|/BIC/FZRTABR90,3434327,36%;/BIC/FZRTABR02,2087008,22%;/BIC/FZRTABR90,1760590,18%;/BIC/FZRTABR90,1075958,11%;/BIC/FZRTABR02,924792,10%                      |
|2019-04-30  10 ->|2019-18|Tue|2019-04-30|10:00:00|10  |log file sync                     |         6.829|           114|1.9         |1.89           |232652 |29.35     |      1|/BIC/AZFIGLD2000~0,2872848,20%;/BIC/B0001847000,1916768,13%;/BIC/AZFIGLD2000,1465536,10%;/BIC/B0000208000,1137056,8%;/BIC/AZFIGLA0100,1035184,7%           |
|2019-04-30  10 ->|2019-18|Tue|2019-04-30|10:00:00|10  |OTHER                             |         5.862|            98|1.63        |1.62           |       |          |      1|                                                                                                                                                           |
|2019-04-30  10 ->|2019-18|Tue|2019-04-30|10:00:00|10  |CPU                               |         4.039|            67|1.12        |1.12           |       |          |      1|/BIC/AZFIGLD2000~0,3641152,7%;/BIC/FZRTABR90,3434448,7%;/BIC/B0001847000,3408848,7%                                                                        |
|2019-04-30  10 ->|2019-18|Tue|2019-04-30|10:00:00|10  |log buffer space                  |         3.213|            54|.89         |.89            |4759   |675.21    |      1|                                                                                                                                                           |
|2019-04-30  09 ->|2019-18|Tue|2019-04-30|09:00:00|09  |direct path read                  |         8.346|           139|2.32        |2.31           |219675 |37.99     |      1|/BIC/FZRTABR90,3434201,15%;/BIC/FZRTABR90,1760590,8%                                                                                                       |
|2019-04-30  09 ->|2019-18|Tue|2019-04-30|09:00:00|09  |CPU                               |         1.872|            31|.52         |.52            |       |          |      1|/BIC/FZRTABR90,3434496,13%;** TRANSIENT: 8800640,1860768,7%;/BIC/FZRTABR90,1760704,7%;EDIDC,1492016,6%                                                     |
|2019-04-30  09 ->|2019-18|Tue|2019-04-30|09:00:00|09  |log buffer space                  |         1.809|            30|.5          |.5             |2842   |636.59    |      1|                                                                                                                                                           |
|2019-04-30  09 ->|2019-18|Tue|2019-04-30|09:00:00|09  |OTHER                             |           582|            10|.16         |.16            |       |          |      1|                                                                                                                                                           |
|2019-04-30  08 ->|2019-18|Tue|2019-04-30|08:00:00|08  |enq: TX - row lock contention     |         2.474|            41|.69         |.68            |862718 |2.87      |      1|NRIV,862719,100%                                                                                                                                           |
|2019-04-30  08 ->|2019-18|Tue|2019-04-30|08:00:00|08  |log file sync                     |         2.369|            39|.66         |.66            |486587 |4.87      |      1|NRIV,1718400,21%;/BIC/DZRTABR90B~01,486800,6%;/BIC/DZRTABR90B~11,465936,6%;/BIC/DZRTABR90B~04,464608,6%;/BIC/DZRTABR90B~02,463728,6%                       |
|2019-04-30  08 ->|2019-18|Tue|2019-04-30|08:00:00|08  |NETWORK                           |         1.922|            32|.53         |.53            |4804302|.4        |      1|                                                                                                                                                           |
|2019-04-30  08 ->|2019-18|Tue|2019-04-30|08:00:00|08  |CPU                               |           983|            16|.27         |.27            |       |          |      1|/BIC/DZRTABR90B~01,11137824,25%;NRIV,3060944,7%;NRIV~0,2662832,6%;/BIC/DZRTABR90B,2363728,5%                                                               |
|2019-04-30  08 ->|2019-18|Tue|2019-04-30|08:00:00|08  |OTHER                             |            79|             1|.02         |.02            |       |          |      1|                                                                                                                                                           |
|2019-04-30  07 ->|2019-18|Tue|2019-04-30|07:00:00|07  |log file sync                     |         3.952|            66|1.1         |1.09           |699559 |5.65      |      1|NRIV,2571440,21%;/BIC/DZRTABR90B~01,759936,6%;/BIC/DZRTABR90B~02,722112,6%;/BIC/DZRTABR90B~10,721920,6%;/BIC/DZRTABR90B~06,721728,6%                       |
|2019-04-30  07 ->|2019-18|Tue|2019-04-30|07:00:00|07  |enq: TX - row lock contention     |         3.189|            53|.89         |.88            |1108416|2.88      |      1|NRIV,1108472,100%                                                                                                                                          |
|2019-04-30  07 ->|2019-18|Tue|2019-04-30|07:00:00|07  |NETWORK                           |         1.733|            29|.48         |.48            |4331910|.4        |      1|                                                                                                                                                           |
|2019-04-30  07 ->|2019-18|Tue|2019-04-30|07:00:00|07  |CPU                               |         1.250|            21|.35         |.35            |       |          |      1|/BIC/DZRTABR90B~01,5653808,11%;NRIV,4429856,8%;NRIV~0,4003024,8%;/BIC/DZRTABR90B~05,2824400,5%;/BIC/DZRTABR90B~04,2816448,5%                               |
|2019-04-30  07 ->|2019-18|Tue|2019-04-30|07:00:00|07  |OTHER                             |           195|             3|.05         |.05            |       |          |      1|                                                                                                                                                           |
|2019-04-30  06 ->|2019-18|Tue|2019-04-30|06:00:00|06  |log file sync                     |        10.132|           169|2.81        |2.85           |1146567|8.84      |      1|NRIV,3726192,23%;/BIC/DZRTABR90B~01,900416,6%;/BIC/DZRTABR90B~04,860128,5%;/BIC/DZRTABR90B~02,856512,5%;/BIC/DZRTABR90B~05,854240,5%                       |
|2019-04-30  06 ->|2019-18|Tue|2019-04-30|06:00:00|06  |enq: TX - row lock contention     |         3.872|            65|1.08        |1.09           |1343181|2.88      |      1|NRIV,1341797,100%                                                                                                                                          |
|2019-04-30  06 ->|2019-18|Tue|2019-04-30|06:00:00|06  |direct path read                  |         3.086|            51|.86         |.87            |95149  |32.43     |      1|/BIC/FZFIGLR08,733838,16%;/BIC/FZFIGLR08,591752,13%;/BIC/FZFIGLR08,567966,13%;/BIC/FZFIGLR08,530488,12%;/BIC/FZFIGLR08,511042,11%                          |
|2019-04-30  06 ->|2019-18|Tue|2019-04-30|06:00:00|06  |NETWORK                           |         3.075|            51|.85         |.87            |7686383|.4        |      1|                                                                                                                                                           |
|2019-04-30  06 ->|2019-18|Tue|2019-04-30|06:00:00|06  |CPU                               |         2.230|            37|.62         |.63            |       |          |      1|/BIC/DZRTABR90B~01,6717808,9%;NRIV,6261712,9%;NRIV~0,6046848,8%                                                                                            |
|2019-04-30  06 ->|2019-18|Tue|2019-04-30|06:00:00|06  |OTHER                             |           773|            13|.21         |.22            |       |          |      1|                                                                                                                                                           |
|2019-04-30  05 ->|2019-18|Tue|2019-04-30|05:00:00|05  |log file sync                     |        14.696|           245|4.08        |4.07           |355403 |41.35     |      1|/BIC/AZRTABW0100~0,2835632,14%;/BIC/B0001904000,1779664,9%;/BIC/AZRTABA0100,1777536,9%;/BIC/AZFIGLD2000~0,1100288,5%;/BIC/B0001906000,1013360,5%           |
|2019-04-30  05 ->|2019-18|Tue|2019-04-30|05:00:00|05  |direct path read                  |        12.837|           214|3.57        |3.55           |366924 |34.99     |      1|/BIC/FZFIGLR07,2224335,18%;/BIC/FZFIGLR07,1375455,11%;/BIC/FZFIGLR07,1362220,11%;/BIC/FZFIGLR07,1339932,11%;/BIC/FZFIGLR07,1322430,11%                     |
|2019-04-30  05 ->|2019-18|Tue|2019-04-30|05:00:00|05  |OTHER                             |         9.812|           164|2.73        |2.71           |       |          |      1|                                                                                                                                                           |
|2019-04-30  05 ->|2019-18|Tue|2019-04-30|05:00:00|05  |CPU                               |         4.877|            81|1.35        |1.35           |       |          |      1|/BIC/AZRTABW0100~0,3795488,6%;/BIC/AZRTABA0100,3510992,5%;/BIC/B0001904000,3453040,5%                                                                      |
|2019-04-30  04 ->|2019-18|Tue|2019-04-30|04:00:00|04  |NETWORK                           |         1.079|            18|.3          |.3             |2696581|.4        |      1|                                                                                                                                                           |
|2019-04-30  04 ->|2019-18|Tue|2019-04-30|04:00:00|04  |log file sync                     |           777|            13|.22         |.22            |72606  |10.7      |      1|/BI0/HPLANT,2953552,36%;/BI0/HPLANT~0,1513648,19%;/BI0/IPLANT,1447584,18%;/BI0/IPLANT~001,939600,12%;/BI0/HPLANT~PAR,627968,8%                             |
|2019-04-30  04 ->|2019-18|Tue|2019-04-30|04:00:00|04  |CPU                               |           713|            12|.2          |.2             |       |          |      1|RSSTATMANPSA,9078816,23%;/BI0/HPLANT~0,4521360,12%;/BI0/HPLANT,3234720,8%;/BI0/IPLANT~001,2519856,7%;RSSTATMANREQMAP,2159680,6%                            |
|2019-04-30  04 ->|2019-18|Tue|2019-04-30|04:00:00|04  |local write wait                  |           187|             3|.05         |.05            |14063  |13.31     |      1|                                                                                                                                                           |
|2019-04-30  04 ->|2019-18|Tue|2019-04-30|04:00:00|04  |db file sequential read           |           177|             3|.05         |.05            |421043 |.42       |      1|/BIC/B0000269000,156429,55%;RSSTATMANREQMAP,27320,10%;RSMONMESS,25631,9%;RSSTATMANREQMAP~PT,23649,8%                                                       |
|2019-04-30  04 ->|2019-18|Tue|2019-04-30|04:00:00|04  |OTHER                             |           130|             2|.04         |.04            |       |          |      1|                                                                                                                                                           |
|2019-04-30  03 ->|2019-18|Tue|2019-04-30|03:00:00|03  |CPU                               |            75|             1|.02         |.02            |       |          |      1|EDIDC,1460320,76%                                                                                                                                          |
|2019-04-30  03 ->|2019-18|Tue|2019-04-30|03:00:00|03  |NETWORK                           |            28|             0|.01         |.01            |69500  |.4        |      1|                                                                                                                                                           |
|2019-04-30  03 ->|2019-18|Tue|2019-04-30|03:00:00|03  |log file sync                     |            10|             0|0           |0              |1986   |4.94      |      1|RSPCLOGCHAIN,2032,35%;SRT_RTC_DATA~PR,1616,28%;TBTCO~9,672,12%;TBTCO,448,8%;TBTCP,352,6%                                                                   |
|2019-04-30  03 ->|2019-18|Tue|2019-04-30|03:00:00|03  |OTHER                             |             1|             0|0           |0              |       |          |      1|                                                                                                                                                           |
|2019-04-30  02 ->|2019-18|Tue|2019-04-30|02:00:00|02  |CPU                               |            80|             1|.02         |.02            |       |          |      1|EDIDC,1460288,74%                                                                                                                                          |
|2019-04-30  02 ->|2019-18|Tue|2019-04-30|02:00:00|02  |NETWORK                           |            33|             1|.01         |.01            |81508  |.4        |      1|                                                                                                                                                           |
|2019-04-30  02 ->|2019-18|Tue|2019-04-30|02:00:00|02  |log file sync                     |            13|             0|0           |0              |2020   |6.23      |      1|SWNCMONI,18032,72%;RSPCLOGCHAIN,2032,8%;SWNCMONI~0,1888,8%;SWNCMONI~MKY,1504,6%                                                                            |
|2019-04-30  02 ->|2019-18|Tue|2019-04-30|02:00:00|02  |OTHER                             |             3|             0|0           |0              |       |          |      1|                                                                                                                                                           |
|2019-04-30  01 ->|2019-18|Tue|2019-04-30|01:00:00|01  |direct path write temp            |           342|             6|.1          |.09            |48719  |7.02      |      1|                                                                                                                                                           |
|2019-04-30  01 ->|2019-18|Tue|2019-04-30|01:00:00|01  |CPU                               |           136|             2|.04         |.04            |       |          |      1|EDIDC,1460288,23%;IND$,974816,16%;SYS_LOB0000078244C00005$$,633632,10%;I_OBJ#,400576,6%                                                                    |
|2019-04-30  01 ->|2019-18|Tue|2019-04-30|01:00:00|01  |NETWORK                           |            97|             2|.03         |.03            |243652 |.4        |      1|                                                                                                                                                           |
|2019-04-30  01 ->|2019-18|Tue|2019-04-30|01:00:00|01  |OTHER                             |            29|             0|.01         |.01            |       |          |      1|                                                                                                                                                           |
|2019-04-30  00 ->|2019-18|Tue|2019-04-30|00:00:00|00  |direct path write temp            |           788|            13|.22         |.22            |172331 |4.57      |      1|                                                                                                                                                           |
|2019-04-30  00 ->|2019-18|Tue|2019-04-30|00:00:00|00  |NETWORK                           |           357|             6|.1          |.1             |892779 |.4        |      1|                                                                                                                                                           |
|2019-04-30  00 ->|2019-18|Tue|2019-04-30|00:00:00|00  |CPU                               |           207|             3|.06         |.06            |       |          |      1|EDIDC,1460304,20%;ICOL$,1040144,14%;TBTCO~3,559280,8%;I_OBJ#,468800,6%;TBTCO,457744,6%                                                                     |
|2019-04-30  00 ->|2019-18|Tue|2019-04-30|00:00:00|00  |OTHER                             |            45|             1|.01         |.01            |       |          |      1|                                                                                                                                                           |
|2019-04-29  23 ->|2019-17|Mon|2019-04-29|23:00:00|23  |db file scattered read            |         2.363|            39|.66         |.65            |278769 |8.48      |      1|/BIC/B0001847000,2,33%;I_WRI$_OPTSTAT_H_ST,1,17%;/BIC/B0000208000,1,17%;I_WRI$_OPTSTAT_H_OBJ#_ICOL#_ST,1,17%;RSODSACTDATA,1,17%                            |
|2019-04-29  23 ->|2019-17|Mon|2019-04-29|23:00:00|23  |CPU                               |           510|             8|.14         |.14            |       |          |      1|/BIC/B0000208000,24938848,88%;EDIDC,1513584,5%                                                                                                             |
|2019-04-29  23 ->|2019-17|Mon|2019-04-29|23:00:00|23  |OTHER                             |           199|             3|.06         |.06            |       |          |      1|                                                                                                                                                           |
|2019-04-29  22 ->|2019-17|Mon|2019-04-29|22:00:00|22  |CPU                               |         5.012|            84|1.39        |1.39           |       |          |      1|WRH$_ACTIVE_SESSION_HISTORY,95461888,34%;COL$,57595456,21%;SEG$,49173680,18%;/BIC/B0000208000,17088992,6%                                                  |
|2019-04-29  22 ->|2019-17|Mon|2019-04-29|22:00:00|22  |db file scattered read            |         1.613|            27|.45         |.45            |167401 |9.64      |      1|WRH$_SEG_STAT_OBJ_PK,4301,66%;WRI$_ADV_REC_ACTIONS_PK,2186,34%                                                                                             |
|2019-04-29  22 ->|2019-17|Mon|2019-04-29|22:00:00|22  |OTHER                             |           252|             4|.07         |.07            |       |          |      1|                                                                                                                                                           |
|2019-04-29  21 ->|2019-17|Mon|2019-04-29|21:00:00|21  |direct path read                  |        20.622|           344|5.73        |5.8            |509492 |40.48     |      1|/BIC/FZRTABR90,6076117,15%;/BIC/FZRTABR90,3114890,8%                                                                                                       |
|2019-04-29  21 ->|2019-17|Mon|2019-04-29|21:00:00|21  |CPU                               |         3.726|            62|1.03        |1.05           |       |          |      1|/BIC/FZRTABR90,6076432,13%;/BIC/FZRTABR90,3115136,7%                                                                                                       |
|2019-04-29  21 ->|2019-17|Mon|2019-04-29|21:00:00|21  |log buffer space                  |         3.690|            61|1.02        |1.04           |5408   |682.28    |      1|                                                                                                                                                           |
|2019-04-29  21 ->|2019-17|Mon|2019-04-29|21:00:00|21  |OTHER                             |         1.718|            29|.48         |.48            |       |          |      1|                                                                                                                                                           |
|2019-04-29  20 ->|2019-17|Mon|2019-04-29|20:00:00|20  |direct path read                  |        44.621|           744|12.39       |12.31          |1048290|42.57     |      1|/BIC/FZRTABR90,7661191,17%;/BIC/FZRTABR90,3927470,9%;/BIC/FZRTABR90,2400214,5%                                                                             |
|2019-04-29  20 ->|2019-17|Mon|2019-04-29|20:00:00|20  |log buffer space                  |         8.919|           149|2.48        |2.46           |11912  |748.74    |      1|                                                                                                                                                           |
|2019-04-29  20 ->|2019-17|Mon|2019-04-29|20:00:00|20  |OTHER                             |         8.389|           140|2.33        |2.31           |       |          |      1|                                                                                                                                                           |
